is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter,readability_score,fraud_phrase_score,urgency_score,contact_risk_score,skill_richness_score
0,10000.0,1,0,2,6,380,1,0,0,3,0,0,0.07894736842105263,0,3333.3333333333335,0.015748031496062992,0,0,41.851764705882346,0,0,0,0.2857142857142857
0,17500.0,1,0,5,4,946,1,0,0,3,0,0,0.03389830508474576,0,2916.6666666666665,0.004223864836325237,0,0,25.604694055944066,0,0,0,1.0
0,15000.0,1,0,1,4,513,20,0,0,3,0,0,0.03571428571428571,0,7500.0,0.007782101167315175,0,0,35.71597031963472,0,0,0,0.2
0,7500.0,0,0,10,4,426,1,0,0,4,0,0,0.043859649122807015,0,681.8181818181819,0.00936768149882904,0,1,39.885081967213125,6,0,8,2.0
0,19000.0,0,0,5,4,212,5,0,0,1,0,0,0.028901734104046242,0,3166.6666666666665,0.018779342723004695,0,1,35.662499999999994,0,0,0,1.0
0,0.0,0,0,3,5,1045,100,1,0,5,0,0,0.021052631578947368,0,0.0,0.004780114722753346,0,1,35.577331780538316,0,1,0,0.5
0,10000.0,1,0,5,5,1077,0,0,0,5,0,0,0.03682393555811277,0,1666.6666666666667,0.00463821892393321,0,0,33.806541125541145,0,0,0,0.8333333333333334
0,15000.0,0,0,5,4,911,4,0,0,4,0,0,0.0286493860845839,0,2500.0,0.0043859649122807015,0,1,29.04133333333334,0,0,0,1.0
0,3500.0,1,0,2,3,114,4,0,0,3,0,0,0.06593406593406594,0,1166.6666666666667,0.02608695652173913,0,0,-9.40166666666667,0,0,0,0.5
0,6000.0,1,0,3,4,435,4,0,0,3,0,0,0.0196078431372549,0,1500.0,0.009174311926605505,0,0,47.30000000000004,0,0,0,0.6
