is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter
0,12750.0,1,0,4,5,174,1,0,0,4,0,0,0.04929577464788732,0,2550.0,0.02857142857142857,0,0
0,9000.0,1,0,5,3,411,10,0,0,4,0,0,0.020895522388059702,0,1500.0,0.007281553398058253,0,0
0,5000.0,0,0,1,6,1168,1,0,0,2,0,0,0.018867924528301886,0,2500.0,0.0051325919589392645,0,1
0,11000.0,0,0,1,5,690,10,0,0,3,0,0,0.031578947368421054,0,5500.0,0.00723589001447178,0,1
0,11000.0,0,0,1,9,1262,20,0,0,3,0,0,0.017391304347826087,0,5500.0,0.007125890736342043,0,1
0,5500.0,0,0,2,8,1265,10,0,1,3,0,0,0.029980657640232108,0,1833.3333333333333,0.00631911532385466,0,1
0,12500.0,1,0,4,4,352,2,0,0,2,0,0,0.02768166089965398,0,2500.0,0.0113314447592068,0,0
0,23000.0,1,0,4,3,863,15,0,0,2,0,0,0.041726618705035974,0,4600.0,0.003472222222222222,0,0
0,16000.5,1,0,2,3,215,0,0,0,5,0,0,0.02857142857142857,0,5333.5,0.013888888888888888,0,0
0,18500.0,0,0,3,2,627,0,0,0,3,0,0,0.023483365949119372,0,4625.0,0.0031847133757961785,0,1
0,27100.5,0,0,13,5,1422,1,0,0,5,0,0,0.04568106312292359,0,1935.75,0.0035137034434293743,0,1
0,7500.0,1,0,3,3,1049,1,0,0,5,0,0,0.020713463751438434,0,1875.0,0.002857142857142857,0,0
0,10000.0,0,0,7,4,380,5,0,0,2,0,0,0.03680981595092025,0,1250.0,0.010498687664041995,0,1
0,8000.0,1,0,3,2,430,0,0,0,2,0,0,0.034782608695652174,0,2000.0,0.004640371229698376,0,0
1,26500.0,1,0,6,5,1869,2,0,0,2,0,0,0.05332455562870309,0,3785.714285714286,0.00267379679144385,0,0
0,8500.0,1,0,4,2,271,0,0,0,2,0,0,0.017777777777777778,0,1700.0,0.007352941176470588,0,0
0,9500.0,0,0,3,8,827,1,0,0,1,0,0,0.05822416302765648,0,2375.0,0.00966183574879227,0,1
0,7000.0,0,0,6,7,662,1,0,0,3,0,0,0.018018018018018018,0,1000.0,0.010558069381598794,0,1
0,7500.0,0,0,4,4,139,8,0,0,1,0,0,0.009259259259259259,0,1500.0,0.02857142857142857,0,1
0,11000.0,0,0,2,3,1145,1,0,0,3,0,0,0.032873806998939555,0,3666.6666666666665,0.002617801047120419,0,1
0,16000.0,0,0,5,8,654,2,0,0,2,0,0,0.04081632653061224,1,2666.6666666666665,0.012213740458015267,0,1
0,7750.0,0,0,5,3,556,2,0,0,2,0,0,0.026200873362445413,0,1291.6666666666667,0.005385996409335727,0,1
0,7500.5,1,0,9,4,163,3,0,0,4,0,0,0.13385826771653545,0,750.05,0.024390243902439025,0,0
0,6500.0,1,0,6,7,370,1,0,0,3,0,0,0.02666666666666667,0,928.5714285714286,0.018867924528301886,0,0
1,15000.0,1,0,5,3,979,6,0,0,4,0,0,0.034523809523809526,0,2500.0,0.003061224489795918,0,0
0,10000.5,1,0,5,5,927,2,0,0,4,0,0,0.057640750670241284,0,1666.75,0.005387931034482759,0,0
0,53500.0,1,0,3,12,456,7,0,0,4,0,0,0.024,0,13375.0,0.0262582056892779,0,0
0,20000.0,0,0,1,7,122,20,0,0,6,0,0,0.041237113402061855,0,10000.0,0.056910569105691054,0,1
0,6500.0,1,0,2,4,1206,10,0,0,5,0,0,0.02920443101711984,0,2166.6666666666665,0.0033140016570008283,0,0
0,11000.0,1,0,4,4,199,1,0,0,1,0,0,0.03870967741935484,0,2200.0,0.02,0,0
0,4500.0,1,0,6,6,1240,3,0,0,2,0,0,0.029440628066732092,0,642.8571428571429,0.004834810636583401,0,0
1,5000.0,1,0,6,5,878,1,0,0,3,0,0,0.02482758620689655,0,714.2857142857143,0.005688282138794084,0,0
0,14500.0,1,0,1,4,223,0,0,0,4,0,0,0.016666666666666666,0,7250.0,0.017857142857142856,0,0
0,6000.0,1,0,4,10,394,5,0,1,2,0,0,0.043209876543209874,0,1200.0,0.02531645569620253,0,0
0,9000.0,1,0,1,6,529,2,0,0,4,0,0,0.034324942791762014,0,4500.0,0.011320754716981131,0,0
0,10500.0,1,0,1,5,1020,1,0,0,2,0,0,0.02497027348394768,0,5250.0,0.004897159647404506,0,0
0,22500.0,1,0,6,5,929,2,0,0,2,0,0,0.01164294954721863,0,3214.285714285714,0.005376344086021506,0,0
0,5000.0,1,0,1,4,473,1,0,0,6,0,0,0.01278772378516624,0,2500.0,0.008438818565400843,0,0
0,0.0,1,0,5,8,575,1,0,0,4,0,0,0.02813852813852814,0,0.0,0.013888888888888888,0,0
0,3500.0,1,0,3,6,244,1,0,0,2,0,0,0.06030150753768844,0,875.0,0.024489795918367346,0,0
0,5000.0,1,0,1,4,468,1,0,0,6,0,0,0.03359173126614987,0,2500.0,0.008528784648187633,0,0
0,14000.0,1,0,5,4,404,0,0,0,2,0,0,0.018072289156626505,0,2333.3333333333335,0.009876543209876543,0,0
0,22500.0,1,0,5,5,532,1,0,0,4,0,0,0.0136986301369863,0,3750.0,0.009380863039399626,0,0
0,13500.0,1,0,5,3,357,0,0,0,2,0,0,0.020338983050847456,0,2250.0,0.008379888268156424,0,0
0,12500.0,1,0,8,3,2835,0,0,0,3,0,0,0.039914163090128754,0,1388.888888888889,0.0010578279266572638,0,0
0,7500.0,1,0,2,4,483,2,0,0,6,0,0,0.035897435897435895,0,2500.0,0.008264462809917356,0,0
0,4500.0,0,0,8,4,1134,3,0,0,1,0,0,0.046486486486486484,0,500.0,0.003524229074889868,0,1
0,6000.0,1,0,3,4,323,1,0,0,1,0,0,0.041044776119402986,0,1500.0,0.012345679012345678,0,0
0,8500.0,0,0,1,5,273,2,0,0,4,0,0,0.03111111111111111,0,4250.0,0.01824817518248175,0,1
0,6500.0,0,0,1,5,429,2,0,0,6,0,0,0.059490084985835696,0,3250.0,0.011627906976744186,0,1
0,17500.0,1,0,1,3,591,1,0,0,4,0,0,0.029045643153526972,0,8750.0,0.005067567567567568,0,0
0,27500.0,1,0,8,5,750,1,0,0,4,0,0,0.05057096247960848,0,3055.5555555555557,0.006657789613848202,0,0
0,13500.0,1,0,3,5,140,3,0,0,2,0,0,0.03508771929824561,0,3375.0,0.03546099290780142,0,0
0,5750.0,0,0,3,4,370,1,0,0,1,0,0,0.039603960396039604,0,1437.5,0.01078167115902965,0,1
0,5450.0,1,0,4,4,459,2,0,0,3,0,0,0.03896103896103896,0,1090.0,0.008695652173913044,0,0
0,4000.0,1,0,4,3,455,0,0,0,1,0,0,0.021333333333333333,0,800.0,0.006578947368421052,0,0
0,3500.0,1,0,1,3,127,3,0,0,4,0,0,0.04854368932038835,0,1750.0,0.0234375,0,0
0,13500.0,1,0,11,8,1065,0,0,0,2,0,0,0.027842227378190254,0,1125.0,0.0075046904315197,0,0
0,11000.0,0,0,4,4,1145,3,0,0,2,0,0,0.0384204909284952,0,2200.0,0.0034904013961605585,0,1
1,20000.0,1,0,4,5,910,6,0,0,2,0,0,0.04576043068640646,0,4000.0,0.005488474204171241,0,0
0,13500.0,1,0,5,4,1615,5,0,0,4,0,0,0.03003003003003003,0,2250.0,0.0024752475247524753,0,0
0,10000.0,0,0,2,4,535,30,1,0,5,0,0,0.027210884353741496,0,3333.3333333333335,0.007462686567164179,0,1
0,15000.5,1,0,6,7,1135,10,0,0,4,0,0,0.031545741324921134,0,2142.9285714285716,0.006161971830985915,0,0
0,4999.5,1,0,4,5,788,40,1,0,5,0,0,0.030120481927710843,0,999.9,0.0063371356147021544,0,0
0,16500.0,1,0,3,4,377,2,0,0,4,0,0,0.04516129032258064,0,4125.0,0.010582010582010581,0,0
0,17500.0,1,0,1,4,2259,4,0,0,5,0,0,0.04072647220693451,0,8750.0,0.0017699115044247787,0,0
0,7500.0,1,0,3,4,510,3,0,0,5,0,0,0.02158273381294964,0,1875.0,0.007827788649706457,0,0
0,10000.5,1,0,1,5,730,2,0,0,3,0,0,0.027463651050080775,0,5000.25,0.006839945280437756,0,0
0,9000.0,1,0,5,5,348,3,0,0,4,0,0,0.06354515050167224,1,1500.0,0.014326647564469915,0,0
0,13500.0,1,0,6,6,1189,1,0,0,2,0,0,0.025157232704402517,0,1928.5714285714287,0.005042016806722689,0,0
0,12500.0,1,0,5,4,427,2,0,0,2,0,0,0.019830028328611898,0,2083.3333333333335,0.009345794392523364,0,0
0,11000.0,0,0,2,8,409,50,1,1,3,0,0,0.01791044776119403,1,3666.6666666666665,0.01951219512195122,0,1
0,11000.0,0,0,5,7,367,30,1,0,3,0,0,0.020477815699658702,0,1833.3333333333333,0.019021739130434784,0,1
0,12000.0,1,0,2,3,307,0,0,0,2,0,0,0.016129032258064516,0,4000.0,0.00974025974025974,0,0
0,9000.0,0,0,2,1,7,0,0,0,4,0,0,0.14285714285714285,0,3000.0,0.125,0,1
1,12500.0,1,0,4,4,2384,1,0,0,2,0,0,0.021393034825870648,0,2500.0,0.0016771488469601676,0,0
0,32500.0,1,0,3,6,1399,1,0,0,2,0,0,0.04847396768402154,0,8125.0,0.004285714285714286,0,0
0,10000.0,1,0,2,6,380,1,0,0,3,0,0,0.07894736842105263,0,3333.3333333333335,0.015748031496062992,0,0
0,17500.0,1,0,5,4,946,1,0,0,3,0,0,0.03389830508474576,0,2916.6666666666665,0.004223864836325237,0,0
0,15000.0,1,0,1,4,513,20,0,0,3,0,0,0.03571428571428571,0,7500.0,0.007782101167315175,0,0
0,7500.0,0,0,10,4,426,1,0,0,4,0,0,0.043859649122807015,0,681.8181818181819,0.00936768149882904,0,1
0,19000.0,0,0,5,4,212,5,0,0,1,0,0,0.028901734104046242,0,3166.6666666666665,0.018779342723004695,0,1
0,0.0,0,0,3,5,1045,100,1,0,5,0,0,0.021052631578947368,0,0.0,0.004780114722753346,0,1
0,10000.0,1,0,5,5,1077,0,0,0,5,0,0,0.03682393555811277,0,1666.6666666666667,0.00463821892393321,0,0
0,15000.0,0,0,5,4,911,4,0,0,4,0,0,0.0286493860845839,0,2500.0,0.0043859649122807015,0,1
0,3500.0,1,0,2,3,114,4,0,0,3,0,0,0.06593406593406594,0,1166.6666666666667,0.02608695652173913,0,0
0,6000.0,1,0,3,4,435,4,0,0,3,0,0,0.0196078431372549,0,1500.0,0.009174311926605505,0,0
0,7500.0,1,0,8,8,239,2,0,0,1,0,0,0.043010752688172046,0,833.3333333333334,0.03333333333333333,0,0
0,2500.0,1,0,3,4,262,2,0,0,3,0,0,0.01834862385321101,0,625.0,0.015209125475285171,0,0
0,63500.0,0,0,3,3,175,20,0,0,3,0,0,0.04195804195804196,0,15875.0,0.017045454545454544,0,1
0,5000.0,1,0,6,5,389,3,0,0,7,0,0,0.037267080745341616,0,714.2857142857143,0.01282051282051282,0,0
0,5000.0,0,0,3,4,1238,2,0,0,4,0,0,0.021538461538461538,0,1250.0,0.003228410008071025,0,1
0,3000.0,1,0,5,8,483,4,0,1,3,0,0,0.03865979381443299,0,500.0,0.01652892561983471,0,0
0,4350.0,1,0,5,7,267,2,0,0,1,0,0,0.051643192488262914,0,725.0,0.026119402985074626,0,0
0,13500.0,1,0,2,5,134,2,0,0,2,0,0,0.027777777777777776,0,4500.0,0.037037037037037035,0,0
0,19000.0,1,0,3,4,2553,1,0,0,4,0,0,0.03138793526238352,0,4750.0,0.0015661707126076742,0,0
0,6500.0,1,0,2,5,1139,2,0,0,5,0,0,0.02459893048128342,0,2166.6666666666665,0.0043859649122807015,0,0
0,5000.0,1,0,6,6,1013,4,0,0,1,0,0,0.018050541516245487,0,714.2857142857143,0.005917159763313609,0,0
0,14000.0,1,0,5,5,1962,3,0,0,6,0,0,0.029696578437701744,0,2333.3333333333335,0.0025471217524197657,0,0
0,12500.0,1,0,2,1,7,0,0,0,4,0,0,0.14285714285714285,0,4166.666666666667,0.125,0,0
0,18500.0,1,0,1,4,1265,30,1,0,4,0,0,0.04046242774566474,0,9250.0,0.00315955766192733,0,0
0,12500.0,1,0,4,5,310,1,0,0,4,0,0,0.015748031496062992,0,2500.0,0.01607717041800643,0,0
0,12000.0,0,0,10,2,863,0,0,0,1,0,0,0.040110650069156296,0,1090.909090909091,0.0023148148148148147,0,1
0,15000.0,1,0,6,4,1586,1,0,0,2,0,0,0.014448669201520912,0,2142.8571428571427,0.002520478890989288,0,0
0,30000.0,1,0,5,4,1075,2,0,0,2,0,0,0.029069767441860465,0,5000.0,0.0037174721189591076,0,0
0,2000.0,1,0,6,4,599,5,0,0,1,0,0,0.01616161616161616,0,285.7142857142857,0.006666666666666667,0,0
1,15000.5,1,0,3,6,1038,2,0,0,3,0,0,0.03172737955346651,0,3750.125,0.005774783445620789,0,0
0,16500.0,0,0,4,4,2117,2,0,0,5,0,0,0.05730994152046784,0,3300.0,0.0018885741265344666,0,1
1,7500.0,1,0,9,4,834,1,0,0,2,0,0,0.03829160530191458,0,750.0,0.004790419161676647,0,0
0,11000.0,0,0,4,7,726,2,0,0,2,0,0,0.02054794520547945,0,2200.0,0.009628610729023384,0,1
0,9000.0,1,0,7,3,898,20,0,0,1,0,0,0.02699055330634278,0,1125.0,0.0033370411568409346,0,0
0,5000.0,1,0,2,3,232,0,0,0,2,0,0,0.12087912087912088,0,1666.6666666666667,0.012875536480686695,0,0
0,12500.0,1,0,3,4,1307,5,0,0,2,0,0,0.04595588235294118,1,3125.0,0.0030581039755351682,0,0
1,11000.0,1,0,1,7,1889,2,0,0,1,0,0,0.0200387847446671,0,5500.0,0.003703703703703704,0,0
0,15000.0,1,0,6,4,197,2,0,0,2,0,0,0.08860759493670886,0,2142.8571428571427,0.020202020202020204,0,0
1,6000.0,1,0,4,4,2983,3,0,0,2,0,0,0.03359278984022941,0,1200.0,0.0013404825737265416,0,0
0,17500.0,1,0,11,4,1353,1,0,0,2,0,0,0.025454545454545455,0,1458.3333333333333,0.0029542097488921715,0,0
0,15000.0,1,0,2,4,705,8,0,0,2,0,0,0.021352313167259787,0,5000.0,0.0056657223796034,0,0
0,7500.0,1,0,11,5,497,1,0,0,4,0,0,0.044009779951100246,0,625.0,0.010040160642570281,0,0
0,6500.0,0,0,15,5,589,5,0,0,4,0,0,0.026694045174537988,0,406.25,0.00847457627118644,0,1
0,4000.0,0,0,9,5,1132,5,0,0,2,0,0,0.040948275862068964,0,400.0,0.00441306266548985,0,1
0,10000.0,0,0,3,4,378,2,0,0,2,0,0,0.023026315789473683,0,2500.0,0.010554089709762533,0,1
0,22500.0,1,0,8,5,1078,2,0,0,5,0,0,0.0281214848143982,0,2500.0,0.004633920296570899,0,0
0,15000.0,1,0,13,2,921,0,0,0,4,0,0,0.0158311345646438,0,1071.4285714285713,0.0021691973969631237,0,0
1,6000.0,1,0,4,4,3175,3,0,0,2,0,0,0.045401174168297455,0,1200.0,0.0012594458438287153,0,0
0,8500.0,1,0,2,4,645,5,0,0,4,0,0,0.028517110266159697,0,2833.3333333333335,0.006191950464396285,0,0
0,5250.0,1,0,4,3,697,2,0,0,1,0,0,0.05565529622980251,0,1050.0,0.004297994269340974,0,0
1,20000.5,1,0,8,3,1358,15,0,0,2,0,0,0.022665457842248413,0,2222.277777777778,0.002207505518763797,0,0
0,23500.0,0,0,4,5,186,3,0,0,2,0,0,0.006493506493506494,0,4700.0,0.026737967914438502,0,1
1,7500.0,1,0,7,5,649,1,0,0,4,0,0,0.07528957528957529,0,937.5,0.007692307692307693,0,0
0,9000.0,1,0,7,3,1033,4,0,0,2,0,0,0.03297997644287397,0,1125.0,0.0029013539651837525,0,0
0,3500.0,0,0,6,4,1062,5,0,0,1,0,0,0.02430939226519337,0,500.0,0.0037629350893697085,0,1
0,3500.0,0,0,6,3,1276,5,0,0,1,0,0,0.014111006585136407,0,500.0,0.0023492560689115116,0,1
1,9000.0,1,0,4,5,1263,5,0,0,4,0,0,0.02702702702702703,0,1800.0,0.003955696202531646,0,0
0,3500.0,0,0,6,5,876,5,0,0,1,0,0,0.012747875354107648,0,500.0,0.005701254275940707,0,1
0,5000.0,1,0,2,2,318,0,0,0,3,0,0,0.019305019305019305,0,1666.6666666666667,0.006269592476489028,0,0
0,12500.0,0,0,14,5,953,2,0,0,1,0,0,0.01643489254108723,0,833.3333333333334,0.005241090146750524,0,1
0,18500.0,0,0,12,4,1390,2,0,0,1,0,0,0.02003484320557491,0,1423.076923076923,0.002875629043853343,0,1
0,4999.5,1,0,9,5,974,2,0,0,2,0,0,0.029077117572692796,0,499.95,0.005128205128205128,0,0
0,11000.0,0,0,3,7,960,2,0,0,4,0,0,0.029224904701397714,0,2750.0,0.007284079084287201,0,1
0,15000.0,0,0,20,4,1342,2,0,0,1,0,0,0.015274034141958671,0,714.2857142857143,0.0029784065524944155,0,1
1,0.0,0,0,7,8,2016,4,0,0,2,0,0,0.019748653500897665,0,0.0,0.0039662865642042635,0,1
0,20750.0,0,0,3,4,223,2,0,0,4,0,0,0.0273224043715847,0,5187.5,0.017857142857142856,0,1
0,9000.0,1,0,6,3,1088,3,0,0,4,0,0,0.03811659192825112,0,1285.7142857142858,0.0027548209366391185,0,0
0,15000.0,1,0,4,9,1213,1,0,0,6,0,0,0.02414486921529175,0,3000.0,0.007413509060955519,0,0
0,4999.5,1,0,2,4,1080,5,0,0,5,0,0,0.027932960893854747,0,1666.5,0.0037002775208140612,0,0
0,17500.0,0,0,3,7,422,1,0,0,1,0,0,0.023255813953488372,0,4375.0,0.016548463356973995,0,1
0,9500.0,0,0,3,2,1778,0,0,0,2,0,0,0.019310344827586208,0,2375.0,0.0011242270938729624,0,1
0,16500.0,1,0,4,4,1327,4,0,0,1,0,0,0.01364877161055505,0,3300.0,0.0030120481927710845,0,0
0,0.0,0,0,5,9,1360,4,0,0,2,0,0,0.034482758620689655,0,0.0,0.006612784717119765,0,1
0,0.0,0,0,9,8,1178,6,0,0,2,0,0,0.02526315789473684,0,0.0,0.006785411365564037,0,1
0,7500.0,1,0,1,2,1219,0,0,0,4,0,0,0.0907258064516129,0,3750.0,0.001639344262295082,0,0
0,10000.0,1,0,5,4,1503,5,0,0,2,0,0,0.03536977491961415,0,1666.6666666666667,0.0026595744680851063,0,0
0,3750.0,0,0,1,3,7,0,0,0,3,0,0,0.14285714285714285,0,1875.0,0.375,0,1
0,17500.0,1,0,3,5,1194,2,0,0,4,0,0,0.019367991845056064,0,4375.0,0.0041841004184100415,0,0
0,11000.0,0,0,4,7,1371,1,0,0,2,0,0,0.01876675603217158,0,2200.0,0.00510204081632653,0,1
0,12500.0,0,0,14,4,1166,2,0,0,1,0,0,0.016771488469601678,0,833.3333333333334,0.003427592116538132,0,1
0,15000.0,1,0,6,1,555,0,0,0,1,0,0,0.04157549234135667,0,2142.8571428571427,0.0017985611510791368,0,0
0,10000.5,1,0,6,2,1142,0,0,0,4,0,0,0.03862660944206009,0,1428.642857142857,0.0017497812773403325,0,0
0,7500.0,1,0,5,5,486,10,0,0,3,0,0,0.02457002457002457,0,1250.0,0.01026694045174538,0,0
0,10000.0,1,0,5,5,334,2,0,0,3,0,0,0.02631578947368421,0,1666.6666666666667,0.014925373134328358,0,0
0,4000.0,0,0,8,5,493,1,0,0,3,0,0,0.0175,0,444.44444444444446,0.010121457489878543,0,1
0,7500.0,1,0,1,3,317,4,0,0,1,0,0,0.019157088122605363,0,3750.0,0.009433962264150943,0,0
0,15000.5,1,0,2,5,300,4,0,0,4,0,0,0.045454545454545456,0,5000.166666666667,0.016611295681063124,0,0
0,15500.0,1,0,4,5,1477,1,0,0,1,0,0,0.014131338320864505,0,3100.0,0.0033829499323410014,0,0
0,8500.0,0,0,3,4,1334,1,0,0,3,0,0,0.04185623293903549,0,2125.0,0.00299625468164794,0,1
0,5250.0,1,0,1,3,868,2,0,0,1,0,0,0.07244318181818182,0,2625.0,0.0034522439585730723,0,0
0,94001.0,1,0,2,3,1490,4,0,0,1,0,0,0.038524590163934426,0,31333.666666666668,0.002012072434607646,0,0
0,6500.0,0,0,4,5,1309,2,0,0,3,0,0,0.028703703703703703,0,1300.0,0.003816793893129771,0,1
0,7501.5,1,0,8,6,1141,4,0,0,3,0,0,0.038751345532831,0,833.5,0.005253940455341506,0,0
0,11500.0,1,0,6,5,380,5,0,0,3,0,0,0.022653721682847898,0,1642.857142857143,0.013123359580052493,0,0
0,27500.0,1,0,6,4,1060,0,0,0,2,0,0,0.017201834862385322,0,3928.5714285714284,0.003770028275212064,0,0
0,12250.0,0,0,3,3,416,0,0,0,4,0,0,0.050445103857566766,0,3062.5,0.007194244604316547,0,1
0,6250.0,0,0,6,4,228,3,0,0,3,0,0,0.021164021164021163,0,892.8571428571429,0.017467248908296942,0,1
0,19000.0,0,0,6,9,1339,1,0,0,2,0,0,0.060810810810810814,0,2714.285714285714,0.006716417910447761,0,1
0,7000.0,1,0,3,8,571,4,0,0,3,0,0,0.03655913978494624,0,1750.0,0.013986013986013986,0,0
0,11000.0,1,0,9,5,1266,0,0,0,1,0,0,0.0364333652924257,0,1100.0,0.003946329913180742,0,0
0,8500.0,1,0,4,5,193,4,0,0,1,0,0,0.04430379746835443,0,1700.0,0.02577319587628866,0,0
0,6000.0,0,0,3,4,1091,5,0,0,3,0,0,0.035555555555555556,0,1500.0,0.003663003663003663,0,1
0,9000.0,1,0,6,4,3017,2,0,0,2,0,0,0.04918032786885246,0,1285.7142857142858,0.0013253810470510272,0,0
0,11000.0,1,0,3,5,612,6,0,0,1,0,0,0.029585798816568046,0,2750.0,0.008156606851549755,0,0
0,65000.0,1,0,3,4,1093,2,0,0,5,0,0,0.026018099547511313,0,16250.0,0.003656307129798903,0,0
0,8000.0,0,0,5,4,298,1,0,0,2,0,0,0.037815126050420166,0,1333.3333333333333,0.013377926421404682,0,1
0,9000.0,1,0,4,4,687,1,0,0,5,0,0,0.04198473282442748,0,1800.0,0.005813953488372093,0,0
0,9000.0,0,0,4,5,625,2,0,0,3,0,0,0.03346456692913386,0,1800.0,0.007987220447284345,0,1
0,11000.0,1,0,1,4,1190,2,0,0,5,1,0,0.021806853582554516,0,5500.0,0.0033585222502099076,0,0
0,23500.0,0,0,4,2,819,0,0,0,6,0,0,0.01772525849335303,0,4700.0,0.0024390243902439024,0,1
0,11000.0,1,0,3,5,1288,2,0,0,5,2,0,0.03651685393258427,0,2750.0,0.003878975950349108,0,0
0,18000.0,1,0,5,2,1129,0,0,0,3,0,0,0.03369565217391304,0,3000.0,0.0017699115044247787,0,0
0,6000.0,1,0,4,4,1136,3,0,0,3,0,0,0.03384279475982533,0,1200.0,0.003518029903254178,0,0
